"","stars","review_count","BikeParking","BusinessParking","HasTV","NoiseLevel","hours.time"
"3900",3.5,7,TRUE,"YES",TRUE,"average",91
"3901",4.5,3,TRUE,"NO",TRUE,"average",88
"3904",4.5,58,TRUE,"YES",FALSE,"average",60.5
"3907",3.5,72,TRUE,"YES",TRUE,"average",68
"3910",4,41,FALSE,"YES",TRUE,"average",51
"3912",3.5,13,TRUE,"NO",TRUE,"average",108.5
"3913",4,85,TRUE,"YES",TRUE,"average",22.5
"3914",3,16,TRUE,"YES",TRUE,"very_loud",81.5
"3916",2,54,TRUE,"YES",TRUE,"average",92
"3919",4,136,TRUE,"YES",TRUE,"average",90
"3920",2.5,69,FALSE,"YES",TRUE,"average",105
"3922",3.5,71,FALSE,"YES",FALSE,"average",22
"3928",3,114,TRUE,"YES",TRUE,"average",112
"3931",2.5,96,TRUE,"YES",TRUE,"loud",108.5
"3932",3.5,51,TRUE,"YES",TRUE,"average",70
"3934",3.5,52,TRUE,"YES",TRUE,"very_loud",74.5
"3936",3.5,81,FALSE,"YES",TRUE,"average",70
"3937",3,64,FALSE,"YES",TRUE,"very_loud",35
"3938",4,291,TRUE,"YES",TRUE,"average",92
"3941",3,101,FALSE,"YES",TRUE,"average",87
"3942",4.5,87,TRUE,"YES",TRUE,"average",70
"3945",3,56,FALSE,"YES",TRUE,"average",117
"3947",3.5,120,TRUE,"YES",TRUE,"average",105
"3948",3.5,127,FALSE,"YES",TRUE,"average",77
"3950",3.5,94,FALSE,"YES",TRUE,"average",71
"3951",3.5,181,TRUE,"YES",TRUE,"average",36
"3952",4,81,TRUE,"YES",TRUE,"average",54
"3955",3.5,100,TRUE,"YES",TRUE,"average",50
"3957",4,774,TRUE,"YES",TRUE,"loud",103
"3965",3.5,32,TRUE,"NO",TRUE,"average",75.5
"3966",3,46,FALSE,"YES",TRUE,"loud",82
"3969",3,5,FALSE,"NO",TRUE,"loud",108.5
"3970",3.5,88,TRUE,"YES",TRUE,"average",56
"3972",4,62,TRUE,"YES",TRUE,"average",64
"3973",3.5,171,TRUE,"YES",FALSE,"average",52.5
"3974",4,39,FALSE,"YES",TRUE,"average",102
"3975",4,166,TRUE,"YES",TRUE,"average",79
"3977",3,248,TRUE,"YES",TRUE,"loud",103
"3978",4,566,TRUE,"YES",TRUE,"average",86
"3982",3.5,161,TRUE,"YES",TRUE,"average",86.9666666666667
"3984",4,373,TRUE,"YES",FALSE,"average",47
"3986",4,621,FALSE,"YES",TRUE,"average",79
"3987",4,20,TRUE,"YES",FALSE,"loud",52
"3989",4.5,117,TRUE,"YES",FALSE,"average",53
"3990",4.5,44,TRUE,"YES",FALSE,"quiet",68.5
"3993",3.5,72,FALSE,"YES",TRUE,"average",77
"3994",4,114,TRUE,"YES",TRUE,"quiet",75.75
"3997",3,63,TRUE,"YES",TRUE,"very_loud",10
"3998",3.5,84,TRUE,"YES",TRUE,"average",67
"4002",3.5,41,TRUE,"YES",TRUE,"average",79
"4003",4,192,TRUE,"YES",TRUE,"average",34.5
"4008",4,150,TRUE,"YES",FALSE,"average",79
"4009",4,174,TRUE,"YES",TRUE,"average",95.5
"4010",3.5,145,FALSE,"YES",TRUE,"average",97
"4014",3,86,TRUE,"NO",TRUE,"average",76
"4015",3.5,82,TRUE,"YES",TRUE,"average",108.5
"4016",2.5,33,TRUE,"YES",TRUE,"average",84
"4018",4,308,FALSE,"YES",TRUE,"average",111
"4020",2,24,FALSE,"YES",TRUE,"very_loud",34
"4023",3,156,TRUE,"YES",TRUE,"average",78
"4024",2.5,120,TRUE,"NO",TRUE,"average",106
"4028",3.5,16,TRUE,"YES",FALSE,"average",26
"4031",4,144,TRUE,"YES",TRUE,"loud",86
"4032",4,92,FALSE,"YES",TRUE,"average",52.5
"4033",3,116,TRUE,"YES",FALSE,"average",64
"4037",4.5,11,TRUE,"YES",TRUE,"average",27
"4038",4,83,TRUE,"YES",TRUE,"average",81
"4040",3.5,131,TRUE,"YES",TRUE,"average",124
"4041",4,59,TRUE,"YES",TRUE,"quiet",32
"4048",3.5,6,TRUE,"YES",TRUE,"average",104
"4049",4.5,33,TRUE,"YES",TRUE,"very_loud",43
"4052",3.5,130,TRUE,"YES",TRUE,"average",85
"4054",3.5,117,TRUE,"YES",TRUE,"average",82
"4055",3.5,174,TRUE,"YES",TRUE,"average",79.5
"4056",4.5,18,FALSE,"YES",TRUE,"loud",80
"4058",2,9,FALSE,"YES",TRUE,"very_loud",9
"4060",3.5,104,TRUE,"YES",TRUE,"average",96
"4063",2.5,20,TRUE,"NO",TRUE,"average",87
"4064",2.5,50,FALSE,"YES",TRUE,"average",104
"4065",4,107,TRUE,"YES",TRUE,"average",110
"4067",2,51,FALSE,"YES",FALSE,"quiet",168
"4068",4.5,64,TRUE,"YES",FALSE,"average",40
"4069",4,47,TRUE,"YES",TRUE,"average",60.5
"4071",4,161,TRUE,"YES",TRUE,"average",64.5
"4082",4,185,TRUE,"YES",FALSE,"average",83.5
"4087",2.5,35,FALSE,"YES",TRUE,"average",94
"4088",3.5,36,TRUE,"YES",TRUE,"loud",84
"4089",4,208,TRUE,"YES",TRUE,"average",87
"4090",2.5,29,FALSE,"YES",TRUE,"quiet",91
"4092",3.5,96,TRUE,"YES",TRUE,"average",105
"4094",3,61,FALSE,"YES",TRUE,"average",100
"4095",3,11,TRUE,"NO",TRUE,"average",88
"4098",4.5,65,TRUE,"YES",TRUE,"average",63
"4099",3.5,85,TRUE,"YES",TRUE,"loud",36
"4100",3,43,FALSE,"YES",TRUE,"average",74
"4101",3,28,TRUE,"YES",TRUE,"average",105
"4102",4,55,TRUE,"YES",FALSE,"average",73
"4105",3.5,19,TRUE,"NO",TRUE,"average",97
"4107",2,32,FALSE,"YES",TRUE,"average",98.5
"4109",4.5,83,TRUE,"YES",TRUE,"average",9
"4117",2,28,FALSE,"NO",TRUE,"average",101
"4118",4,74,TRUE,"YES",TRUE,"average",51
"4119",3,36,TRUE,"YES",TRUE,"average",38
"4121",3,25,TRUE,"NO",TRUE,"average",101
"4127",3.5,73,TRUE,"YES",TRUE,"loud",60
"4129",4,48,TRUE,"YES",TRUE,"average",118.5
"4137",3,34,FALSE,"YES",TRUE,"average",101
"4138",3,54,TRUE,"YES",TRUE,"average",100
"4139",2.5,49,FALSE,"YES",TRUE,"quiet",77
"4141",2.5,171,TRUE,"YES",TRUE,"loud",93.5
"4142",2.5,74,TRUE,"YES",TRUE,"average",97
"4146",3.5,289,TRUE,"YES",TRUE,"average",79.5
"4151",4,249,TRUE,"YES",TRUE,"average",79
"4153",4.5,289,FALSE,"YES",FALSE,"average",46
"4157",4,64,TRUE,"YES",TRUE,"average",35
"4159",4,104,TRUE,"YES",TRUE,"average",57
"4162",3.5,160,TRUE,"YES",TRUE,"average",105
"4163",3.5,21,TRUE,"YES",TRUE,"loud",101
"4164",3,37,TRUE,"YES",TRUE,"average",45
"4166",3.5,365,TRUE,"YES",TRUE,"average",81
"4168",3,10,FALSE,"YES",TRUE,"very_loud",105.5
"4173",3.5,47,TRUE,"YES",TRUE,"loud",105
"4176",4,20,TRUE,"YES",TRUE,"average",105
"4177",3,10,TRUE,"NO",TRUE,"average",46
"4178",3.5,45,TRUE,"YES",TRUE,"very_loud",78
"4179",4,89,TRUE,"YES",TRUE,"average",79
"4182",3.5,272,FALSE,"YES",TRUE,"average",106.5
"4183",3,61,TRUE,"YES",TRUE,"average",72
"4187",3.5,103,TRUE,"YES",FALSE,"average",78
"4191",4,108,FALSE,"NO",TRUE,"loud",62
"4194",4,183,TRUE,"YES",TRUE,"average",88
"4195",3.5,6,FALSE,"YES",FALSE,"average",60
"4198",4.5,22,TRUE,"NO",TRUE,"very_loud",112
"4199",4.5,39,TRUE,"YES",TRUE,"loud",37
"4200",4,23,FALSE,"YES",TRUE,"loud",117.5
"4201",3.5,202,TRUE,"YES",TRUE,"average",55
"4203",4.5,24,TRUE,"YES",TRUE,"average",52
"4205",3,61,FALSE,"YES",TRUE,"average",92
"4207",4,235,TRUE,"YES",FALSE,"average",38.5
"4208",4.5,23,TRUE,"YES",FALSE,"quiet",48
"4210",3.5,108,FALSE,"YES",TRUE,"average",46
"4211",3,55,TRUE,"YES",TRUE,"average",49
"4216",4,394,TRUE,"YES",TRUE,"average",68
"4217",3.5,49,TRUE,"NO",TRUE,"average",69
"4218",3,27,TRUE,"YES",TRUE,"loud",97
"4219",3,136,TRUE,"YES",TRUE,"quiet",76
"4222",4.5,5,TRUE,"YES",TRUE,"average",55
"4225",5,9,TRUE,"NO",TRUE,"average",91
"4226",4,28,TRUE,"NO",TRUE,"loud",105
"4228",4,61,FALSE,"YES",FALSE,"average",31
"4229",3.5,8,FALSE,"YES",TRUE,"average",82
"4231",2.5,91,TRUE,"NO",TRUE,"average",105
"4232",4,122,TRUE,"YES",TRUE,"loud",105
"4233",2.5,80,FALSE,"YES",TRUE,"average",72
"4236",3.5,75,TRUE,"YES",TRUE,"average",72
"4239",4,119,FALSE,"YES",TRUE,"average",56
"4242",4,69,TRUE,"YES",TRUE,"quiet",57
"4243",4,67,TRUE,"YES",TRUE,"average",105
"4244",3.5,15,TRUE,"YES",TRUE,"average",105
"4246",3,14,FALSE,"YES",TRUE,"loud",64
"4249",2,52,TRUE,"YES",TRUE,"average",105
"4250",4,65,FALSE,"YES",FALSE,"quiet",72
"4251",3.5,82,TRUE,"YES",TRUE,"average",79
"4253",3.5,21,TRUE,"NO",TRUE,"average",108.5
"4258",2.5,18,TRUE,"NO",TRUE,"average",73.5
"4259",3.5,178,TRUE,"YES",TRUE,"average",78.5
"4262",3,77,TRUE,"YES",TRUE,"loud",98
"4263",4.5,8,FALSE,"YES",TRUE,"loud",123
"4266",4,185,TRUE,"YES",TRUE,"average",107
"4267",4,9,FALSE,"NO",TRUE,"average",108.5
"4268",3.5,113,FALSE,"YES",TRUE,"average",84
"4270",2.5,24,TRUE,"YES",TRUE,"average",101
"4272",3,106,TRUE,"YES",TRUE,"average",92
"4273",3.5,66,TRUE,"YES",TRUE,"average",88
"4276",4,17,TRUE,"YES",TRUE,"average",70
"4278",2.5,3,FALSE,"NO",TRUE,"very_loud",55
"4279",4,33,FALSE,"NO",TRUE,"average",79
"4281",4.5,22,TRUE,"YES",TRUE,"average",73.5
"4282",3.5,219,FALSE,"YES",FALSE,"average",62
"4283",4.5,49,TRUE,"NO",TRUE,"average",48
"4284",3.5,55,TRUE,"YES",TRUE,"average",69.5
"4285",3.5,5,TRUE,"YES",TRUE,"loud",75
"4286",3,105,FALSE,"YES",TRUE,"average",97
"4287",3,51,TRUE,"YES",TRUE,"average",83
"4289",4,76,TRUE,"YES",TRUE,"average",35
"4290",2.5,69,FALSE,"NO",TRUE,"average",75
"4292",3.5,186,TRUE,"YES",TRUE,"average",95
"4293",4,37,TRUE,"YES",TRUE,"average",54
"4296",3.5,141,TRUE,"YES",TRUE,"average",107
"4298",4,8,TRUE,"NO",TRUE,"average",97
"4299",3.5,216,TRUE,"YES",TRUE,"average",39
"4301",4.5,12,FALSE,"NO",TRUE,"average",32
"4303",3,118,FALSE,"YES",TRUE,"average",72.5
"4304",3,255,TRUE,"YES",TRUE,"average",89
"4318",4.5,64,TRUE,"YES",FALSE,"average",45
"4320",3,28,TRUE,"YES",TRUE,"average",89
"4322",3.5,43,TRUE,"NO",TRUE,"quiet",44
"4324",3.5,90,FALSE,"YES",TRUE,"average",61.5
"4326",4,119,TRUE,"YES",TRUE,"average",77.5
"4328",4,554,TRUE,"YES",TRUE,"average",94
"4331",4.5,107,TRUE,"YES",FALSE,"average",71.5
"4335",4,190,TRUE,"YES",TRUE,"average",25
"4338",3.5,50,TRUE,"YES",TRUE,"average",46
"4339",1,12,TRUE,"YES",TRUE,"quiet",108.5
"4340",3,45,TRUE,"YES",TRUE,"average",106
"4341",2,42,TRUE,"YES",TRUE,"average",108.5
"4343",3,9,TRUE,"NO",TRUE,"loud",36
"4347",4,153,TRUE,"YES",TRUE,"average",79
"4349",3.5,140,FALSE,"YES",TRUE,"average",105
"4350",3,35,TRUE,"YES",FALSE,"average",73
"4352",3,26,TRUE,"NO",FALSE,"quiet",68
"4355",4.5,39,TRUE,"YES",TRUE,"average",100
"4356",4,53,FALSE,"YES",TRUE,"quiet",53.5
"4357",4,57,TRUE,"YES",FALSE,"average",54
"4358",3.5,95,FALSE,"YES",TRUE,"average",70
"4359",3.5,9,TRUE,"YES",TRUE,"quiet",97
"4360",2.5,24,TRUE,"NO",TRUE,"loud",111
"4361",4,289,TRUE,"YES",TRUE,"average",65
"4362",4,199,FALSE,"YES",FALSE,"average",80
"4363",3,135,TRUE,"YES",TRUE,"average",67
"4365",2,63,TRUE,"NO",TRUE,"average",92
"4367",4,106,TRUE,"YES",TRUE,"average",49.5
"4369",4.5,10,TRUE,"YES",TRUE,"very_loud",33
"4370",4,95,TRUE,"YES",TRUE,"average",31.5
"4371",3.5,120,FALSE,"YES",TRUE,"average",87
"4372",4,94,TRUE,"YES",FALSE,"average",89.5
"4374",4,95,TRUE,"YES",FALSE,"average",42
